;amo muchacho trabajo;amor amar sentir;amor vida ángel;blanco color vestir;bueno casa amigo;caballo momento echar;calle niño amigo;capitán caballo vida;claro santo altar;claro tomar pasar;cura pueblo niño;dinero papel nombre;doctor alma libro;grande bueno mundo;griego sultán lleno;jefe político plaza;jefe secretario regidor;juez coronel reo;leer libro carta;luz cielo sol;madre padre familia;muerte pobre mismo;padre anciano amigo;pasar grande voz;pastor pueblo casa;querer bueno casa;querer padre llorar;recibir medio noche;secreto inquisidor tribunal;sor hermano mirar
mx0029_Altamirano_Antonia011;0.0047619048;0.017748917700000002;0.00043290040000000003;0.0134199134;0.00043290040000000003;0.0523809524;0.00043290040000000003;0.017748917700000002;0.00043290040000000003;0.00043290040000000003;0.0437229437;0.00043290040000000003;0.00043290040000000003;0.087012987;0.00043290040000000003;0.00043290040000000003;0.00043290040000000003;0.1779220779;0.00043290040000000003;0.00043290040000000003;0.1562770563;0.0134199134;0.0307359307;0.11298701300000001;0.00043290040000000003;0.26017316020000003;0.00043290040000000003;0.00043290040000000003;0.00043290040000000003;0.0047619048
mx0029_Altamirano_Antonia010;0.0003597122;0.0507194245;0.0003597122;0.1946043165;0.0183453237;0.0363309353;0.0579136691;0.0003597122;0.0003597122;0.0003597122;0.0471223022;0.0003597122;0.0003597122;0.054316546800000004;0.0003597122;0.0003597122;0.0327338129;0.1550359712;0.0003597122;0.0003597122;0.0039568345;0.0003597122;0.0003597122;0.1910071942;0.0003597122;0.1514388489;0.0003597122;0.0003597122;0.0003597122;0.0003597122
mx0029_Altamirano_Antonia009;0.00042016810000000004;0.029831932800000002;0.00042016810000000004;0.0676470588;0.00042016810000000004;0.00042016810000000004;0.00042016810000000004;0.00042016810000000004;0.00042016810000000004;0.0466386555;0.08865546220000001;0.0340336134;0.00042016810000000004;0.2357142857;0.00042016810000000004;0.0046218487;0.0130252101;0.08865546220000001;0.017226890800000002;0.00042016810000000004;0.00042016810000000004;0.0046218487;0.0802521008;0.0634453782;0.038235294100000004;0.1768907563;0.00042016810000000004;0.00042016810000000004;0.00042016810000000004;0.0046218487
mx0029_Altamirano_Antonia008;0.0004255319;0.2217021277;0.0217021277;0.0004255319;0.0046808511;0.008936170200000001;0.0004255319;0.0004255319;0.0217021277;0.0004255319;0.0004255319;0.0004255319;0.0004255319;0.1323404255;0.0004255319;0.0004255319;0.0004255319;0.1025531915;0.0004255319;0.0004255319;0.0004255319;0.0429787234;0.0004255319;0.07702127660000001;0.0004255319;0.2685106383;0.0004255319;0.0557446809;0.034468085100000004;0.0004255319
mx0029_Altamirano_Antonia007;0.0004694836;0.1366197183;0.0004694836;0.0004694836;0.0004694836;0.005164319200000001;0.0004694836;0.0004694836;0.0004694836;0.0004694836;0.0004694836;0.0004694836;0.005164319200000001;0.0004694836;0.0004694836;0.0004694836;0.0004694836;0.0145539906;0.0004694836;0.0004694836;0.07558685450000001;0.0004694836;0.005164319200000001;0.2680751174;0.0474178404;0.3338028169;0.0568075117;0.042723004700000004;0.0004694836;0.0004694836
mx0029_Altamirano_Antonia006;0.0003745318;0.09400749060000001;0.0003745318;0.0902621723;0.0003745318;0.1239700375;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0378277154;0.0003745318;0.0078651685;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.052808988800000005;0.0003745318;0.0003745318;0.31498127340000004;0.09400749060000001;0.1651685393;0.0003745318;0.0003745318;0.0116104869;0.0003745318
mx0029_Altamirano_Antonia005;0.0003496503;0.1891608392;0.0003496503;0.0213286713;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0982517483;0.0003496503;0.0003496503;0.0597902098;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.14020979020000002;0.0003496503;0.0003496503;0.0143356643;0.3325174825;0.1157342657;0.0003496503;0.0003496503;0.0073426573;0.0003496503;0.0143356643
mx0029_Altamirano_Antonia004;0.0005208333;0.07864583330000001;0.0005208333;0.0005208333;0.0213541667;0.0005208333;0.0265625;0.0005208333;0.0005208333;0.0005208333;0.057812499999999996;0.0005208333;0.0161458333;0.1567708333;0.0109375;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0473958333;0.0005208333;0.0005208333;0.1255208333;0.10468749999999999;0.2505208333;0.0890625;0.005729166700000001;0.0005208333;0.0005208333
mx0029_Altamirano_Antonia003;0.0004;0.0804;0.0164;0.1444;0.0004;0.0004;0.0004;0.0004;0.0044;0.0004;0.1044;0.0004;0.0004;0.0244;0.0004;0.0044;0.0004;0.012400000000000001;0.0004;0.0444;0.0004;0.0004;0.0004;0.33640000000000003;0.1124;0.10840000000000001;0.0004;0.0004;0.0004;0.0004
mx0029_Altamirano_Antonia002;0.0004081633;0.1473469388;0.0412244898;0.0004081633;0.0004081633;0.0004081633;0.0004081633;0.0004081633;0.0371428571;0.012653061200000001;0.1106122449;0.0004081633;0.0004081633;0.1106122449;0.0004081633;0.0004081633;0.0085714286;0.0453061224;0.0085714286;0.1106122449;0.0004081633;0.0004081633;0.0004081633;0.1881632653;0.0208163265;0.13510204080000002;0.0004081633;0.0167346939;0.0004081633;0.0004081633
mx0029_Altamirano_Antonia001;0.0003703704;0.1151851852;0.03;0.0485185185;0.0077777778;0.0003703704;0.0188888889;0.0003703704;0.0003703704;0.0003703704;0.1485185185;0.0188888889;0.0114814815;0.0744444444;0.0077777778;0.0003703704;0.0003703704;0.0077777778;0.0374074074;0.0448148148;0.0003703704;0.0003703704;0.0003703704;0.2411111111;0.13;0.0003703704;0.0003703704;0.0262962963;0.0262962963;0.0003703704
mx0028_Campo_ClavelesDobles011;0.0024390244000000003;0.0024390244000000003;0.1;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.1;0.0024390244000000003;0.1975609756;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.07560975610000001;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.051219512200000004;0.0024390244000000003;0.4170731707;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003
mx0028_Campo_ClavelesDobles010;0.053110047800000004;0.0291866029;0.0004784689;0.053110047800000004;0.048325358900000004;0.0291866029;0.0004784689;0.0148325359;0.0004784689;0.18708133970000002;0.0004784689;0.0722488038;0.0004784689;0.0004784689;0.0004784689;0.0004784689;0.0291866029;0.0004784689;0.0674641148;0.0004784689;0.024401913900000002;0.0004784689;0.0004784689;0.10095693780000001;0.0148325359;0.17272727270000002;0.048325358900000004;0.0387559809;0.0004784689;0.0100478469
mx0028_Campo_ClavelesDobles009;0.0240566038;0.0287735849;0.0523584906;0.019339622600000002;0.00047169810000000003;0.0240566038;0.038207547200000004;0.00047169810000000003;0.0051886792;0.1655660377;0.0240566038;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.0429245283;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.0051886792;0.00047169810000000003;0.0051886792;0.0146226415;0.00047169810000000003;0.1231132075;0.033490566;0.2882075472;0.0995283019;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003
mx0028_Campo_ClavelesDobles008;0.0004694836;0.0004694836;0.033333333300000004;0.005164319200000001;0.1647887324;0.042723004700000004;0.0004694836;0.0004694836;0.0004694836;0.1037558685;0.061502347400000004;0.0661971831;0.0098591549;0.0004694836;0.005164319200000001;0.005164319200000001;0.0004694836;0.0004694836;0.0192488263;0.042723004700000004;0.0004694836;0.0004694836;0.005164319200000001;0.2117370892;0.0004694836;0.21643192490000002;0.0004694836;0.0004694836;0.0004694836;0.0004694836
mx0028_Campo_ClavelesDobles007;0.00047169810000000003;0.00047169810000000003;0.0429245283;0.038207547200000004;0.17500000000000002;0.0806603774;0.0146226415;0.00047169810000000003;0.0099056604;0.057075471700000005;0.00047169810000000003;0.0853773585;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.0853773585;0.0099056604;0.0051886792;0.1183962264;0.00047169810000000003;0.1891509434;0.0806603774;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003
mx0028_Campo_ClavelesDobles006;0.005164319200000001;0.07558685450000001;0.005164319200000001;0.0004694836;0.0004694836;0.0568075117;0.0004694836;0.0004694836;0.005164319200000001;0.038028169;0.0004694836;0.11314553990000001;0.0004694836;0.038028169;0.0004694836;0.0004694836;0.0474178404;0.0004694836;0.0145539906;0.0004694836;0.0004694836;0.0004694836;0.0145539906;0.1037558685;0.005164319200000001;0.4511737089;0.0192488263;0.0004694836;0.0004694836;0.0004694836
mx0028_Campo_ClavelesDobles005;0.0004651163;0.0004651163;0.0051162791;0.046976744200000004;0.07023255810000001;0.13534883720000002;0.0981395349;0.0004651163;0.0004651163;0.0748837209;0.0004651163;0.1074418605;0.0004651163;0.0237209302;0.0237209302;0.0004651163;0.0051162791;0.0004651163;0.0004651163;0.0004651163;0.028372093;0.0004651163;0.0004651163;0.1260465116;0.0004651163;0.2330232558;0.0004651163;0.0144186047;0.0004651163;0.0004651163
mx0028_Campo_ClavelesDobles004;0.0005405405;0.1410810811;0.043783783800000003;0.0005405405;0.0005405405;0.0059459459;0.0005405405;0.0005405405;0.0005405405;0.09783783780000001;0.0005405405;0.09783783780000001;0.0059459459;0.0005405405;0.0059459459;0.0005405405;0.0005405405;0.0059459459;0.0059459459;0.0005405405;0.032972973;0.0005405405;0.022162162200000002;0.1572972973;0.0005405405;0.3464864865;0.011351351400000001;0.011351351400000001;0.0005405405;0.0005405405
