;amo muchacho trabajo;amor amar sentir;amor vida ángel;blanco color vestir;bueno casa amigo;caballo momento echar;calle niño amigo;capitán caballo vida;claro santo altar;claro tomar pasar;cura pueblo niño;dinero papel nombre;doctor alma libro;grande bueno mundo;griego sultán lleno;jefe político plaza;jefe secretario regidor;juez coronel reo;leer libro carta;luz cielo sol;madre padre familia;muerte pobre mismo;padre anciano amigo;pasar grande voz;pastor pueblo casa;querer bueno casa;querer padre llorar;recibir medio noche;secreto inquisidor tribunal;sor hermano mirar
mx0025_Gamboa_Cerillos007;0.0003984064;0.17171314740000002;0.0203187251;0.09601593630000001;0.0003984064;0.0721115538;0.0003984064;0.0003984064;0.0003984064;0.0402390438;0.0123505976;0.0083665339;0.0203187251;0.0920318725;0.0003984064;0.0003984064;0.0362549801;0.016334661400000002;0.0003984064;0.0003984064;0.0003984064;0.0402390438;0.0003984064;0.1398406375;0.0003984064;0.08406374500000001;0.0003984064;0.14382470120000002;0.0003984064;0.0003984064
mx0025_Gamboa_Cerillos006;0.0003952569;0.15059288540000001;0.0003952569;0.0003952569;0.0122529644;0.0359683794;0.0003952569;0.0003952569;0.0003952569;0.0003952569;0.0003952569;0.0003952569;0.008300395300000001;0.1268774704;0.0003952569;0.0003952569;0.0043478261;0.0003952569;0.0122529644;0.0399209486;0.0043478261;0.0003952569;0.008300395300000001;0.2415019763;0.0003952569;0.1703557312;0.0003952569;0.1782608696;0.0003952569;0.0003952569
mx0025_Gamboa_Cerillos005;0.00039370080000000003;0.1342519685;0.00039370080000000003;0.051574803100000004;0.00039370080000000003;0.00039370080000000003;0.008267716500000001;0.0161417323;0.00039370080000000003;0.0043307087;0.059448818900000006;0.0279527559;0.0318897638;0.1145669291;0.00039370080000000003;0.008267716500000001;0.00039370080000000003;0.00039370080000000003;0.0200787402;0.0200787402;0.00039370080000000003;0.00039370080000000003;0.00039370080000000003;0.2641732283;0.00039370080000000003;0.0437007874;0.00039370080000000003;0.1854330709;0.00039370080000000003;0.0043307087
mx0025_Gamboa_Cerillos004;0.00038610040000000003;0.1625482625;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.0081081081;0.0312741313;0.00038610040000000003;0.00038610040000000003;0.0312741313;0.00038610040000000003;0.050579150600000004;0.00038610040000000003;0.023552123600000002;0.00038610040000000003;0.00038610040000000003;0.0081081081;0.011969112;0.00038610040000000003;0.0158301158;0.0698841699;0.00038610040000000003;0.0081081081;0.1741312741;0.00038610040000000003;0.2397683398;0.00038610040000000003;0.1471042471;0.00038610040000000003;0.011969112
mx0025_Gamboa_Cerillos003;0.00041322310000000003;0.0541322314;0.00041322310000000003;0.00041322310000000003;0.00041322310000000003;0.0169421488;0.00041322310000000003;0.004545454500000001;0.004545454500000001;0.0376033058;0.0169421488;0.00041322310000000003;0.00041322310000000003;0.00041322310000000003;0.0128099174;0.00041322310000000003;0.00041322310000000003;0.00041322310000000003;0.00041322310000000003;0.00041322310000000003;0.05;0.008677686;0.00041322310000000003;0.2855371901;0.00041322310000000003;0.2648760331;0.029338843000000003;0.1780991736;0.008677686;0.0210743802
mx0025_Gamboa_Cerillos002;0.0186131387;0.1718978102;0.0113138686;0.022262773700000002;0.0295620438;0.0003649635;0.0003649635;0.0003649635;0.0003649635;0.0040145985;0.0624087591;0.0295620438;0.0003649635;0.0003649635;0.0003649635;0.0040145985;0.0003649635;0.0040145985;0.0003649635;0.06970802920000001;0.022262773700000002;0.0040145985;0.0003649635;0.2120437956;0.0332116788;0.1645985401;0.0003649635;0.0916058394;0.0076642336000000005;0.0332116788
mx0025_Gamboa_Cerillos001;0.008502024300000001;0.1461538462;0.008502024300000001;0.0327935223;0.008502024300000001;0.0004048583;0.0165991903;0.0044534413;0.0004048583;0.0125506073;0.0165991903;0.0570850202;0.0004048583;0.0854251012;0.020647773300000002;0.0004048583;0.0044534413;0.0044534413;0.0004048583;0.0004048583;0.0449392713;0.0004048583;0.0004048583;0.1704453441;0.0570850202;0.1421052632;0.0004048583;0.1421052632;0.0125506073;0.0004048583
mx0024_GomezCortina_Euclea009;0.0034482759;0.1413793103;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.1413793103;0.0724137931;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.1413793103;0.0034482759;0.2793103448;0.1413793103;0.0034482759;0.0034482759;0.0034482759;0.0034482759;0.0034482759
mx0024_GomezCortina_Euclea008;0.0003508772;0.4143859649;0.0003508772;0.0003508772;0.0003508772;0.010877193;0.0003508772;0.0003508772;0.0003508772;0.0003508772;0.0003508772;0.0003508772;0.0003508772;0.0635087719;0.0038596491;0.0038596491;0.0003508772;0.0003508772;0.0003508772;0.0564912281;0.0003508772;0.109122807;0.0003508772;0.25298245610000003;0.0038596491;0.0003508772;0.0354385965;0.0389473684;0.0003508772;0.0003508772
mx0024_GomezCortina_Euclea007;0.00038314180000000004;0.3413793103;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.0770114943;0.0042145594;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.00038314180000000004;0.0846743295;0.00038314180000000004;0.1842911877;0.038697318;0.0425287356;0.0425287356;0.1574712644;0.0195402299;0.00038314180000000004
mx0024_GomezCortina_Euclea006;0.0003802281;0.3882129278;0.0003802281;0.019391635;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.091634981;0.015589353600000001;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0041825095;0.023193916300000002;0.133460076;0.0003802281;0.1258555133;0.0041825095;0.0003802281;0.0117870722;0.1144486692;0.061216730000000004;0.0003802281
mx0024_GomezCortina_Euclea005;0.00038610040000000003;0.1123552124;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.0042471042;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.0042471042;0.21274131270000002;0.1162162162;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.0042471042;0.1586872587;0.038996139;0.038996139;0.023552123600000002;0.00038610040000000003;0.1046332046;0.00038610040000000003;0.1741312741;0.00038610040000000003;0.00038610040000000003
mx0024_GomezCortina_Euclea004;0.00038167940000000003;0.14541984730000002;0.00038167940000000003;0.00038167940000000003;0.0041984733;0.0041984733;0.00038167940000000003;0.00038167940000000003;0.00038167940000000003;0.00038167940000000003;0.0194656489;0.057633587800000004;0.00038167940000000003;0.2675572519;0.1530534351;0.00038167940000000003;0.00038167940000000003;0.00038167940000000003;0.00038167940000000003;0.0041984733;0.00038167940000000003;0.1148854962;0.00038167940000000003;0.0270992366;0.0194656489;0.0881679389;0.00038167940000000003;0.0423664122;0.0461832061;0.00038167940000000003
mx0024_GomezCortina_Euclea003;0.00038610040000000003;0.205019305;0.00038610040000000003;0.050579150600000004;0.00038610040000000003;0.0312741313;0.00038610040000000003;0.00038610040000000003;0.0312741313;0.00038610040000000003;0.050579150600000004;0.00038610040000000003;0.011969112;0.23204633200000002;0.0853281853;0.00038610040000000003;0.019691119700000002;0.00038610040000000003;0.0081081081;0.0274131274;0.00038610040000000003;0.0042471042;0.011969112;0.15096525100000002;0.00038610040000000003;0.00038610040000000003;0.00038610040000000003;0.0737451737;0.00038610040000000003;0.00038610040000000003
mx0024_GomezCortina_Euclea002;0.00039370080000000003;0.1933070866;0.00039370080000000003;0.00039370080000000003;0.00039370080000000003;0.024015748;0.0397637795;0.00039370080000000003;0.00039370080000000003;0.00039370080000000003;0.0122047244;0.00039370080000000003;0.00039370080000000003;0.3311023622;0.15;0.00039370080000000003;0.00039370080000000003;0.008267716500000001;0.00039370080000000003;0.00039370080000000003;0.00039370080000000003;0.00039370080000000003;0.0043307087;0.008267716500000001;0.00039370080000000003;0.0988188976;0.0279527559;0.09488188980000001;0.00039370080000000003;0.00039370080000000003
mx0024_GomezCortina_Euclea001;0.0003731343;0.1645522388;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0190298507;0.0003731343;0.0451492537;0.0003731343;0.022761194000000002;0.0003731343;0.0003731343;0.37723880600000004;0.0899253731;0.0041044776;0.0003731343;0.0003731343;0.0339552239;0.0264925373;0.0003731343;0.0078358209;0.0115671642;0.0675373134;0.0003731343;0.0264925373;0.0041044776;0.0899253731;0.0003731343;0.0041044776
mx0023_Lacunza_Netzula011;0.0005128205;0.12358974360000001;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0056410256;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0005128205;0.0056410256;0.0005128205;0.0005128205;0.5133333333;0.32358974360000003;0.0005128205;0.0005128205;0.0158974359;0.0005128205;0.0005128205;0.0005128205
mx0023_Lacunza_Netzula010;0.0003460208;0.2875432526;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0038062284;0.0003460208;0.0003460208;0.007266436;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0107266436;0.041868512100000005;0.0107266436;0.3083044983;0.2737024221;0.0003460208;0.0003460208;0.014186851200000001;0.0349480969;0.0003460208;0.0003460208
mx0023_Lacunza_Netzula009;0.0003759398;0.2597744361;0.0003759398;0.0003759398;0.0003759398;0.0003759398;0.0041353383;0.0003759398;0.0116541353;0.0003759398;0.0003759398;0.0003759398;0.0003759398;0.0342105263;0.0078947368;0.0003759398;0.0003759398;0.0078947368;0.0003759398;0.0003759398;0.0078947368;0.0116541353;0.4176691729;0.1206766917;0.0003759398;0.0003759398;0.0642857143;0.0078947368;0.0379699248;0.0003759398
mx0023_Lacunza_Netzula008;0.0071672355;0.266552901;0.00034129690000000003;0.031058020500000002;0.00034129690000000003;0.0037542662;0.00034129690000000003;0.0037542662;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.0174061433;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.020819112600000002;0.020819112600000002;0.020819112600000002;0.3109215017;0.266552901;0.00034129690000000003;0.00034129690000000003;0.0242320819;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003
mx0023_Lacunza_Netzula007;0.0003460208;0.1560553633;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0038062284;0.0003460208;0.0003460208;0.0003460208;0.0107266436;0.0003460208;0.0003460208;0.0038062284;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0280276817;0.0003460208;0.0314878893;0.31522491350000004;0.41211072660000003;0.0003460208;0.0003460208;0.024567474000000002;0.007266436;0.0003460208;0.0003460208
mx0023_Lacunza_Netzula006;0.0003663004;0.2567765568;0.0076923077000000005;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.004029304;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.044322344300000004;0.0003663004;0.004029304;0.0003663004;0.0003663004;0.015018315;0.015018315;0.0003663004;0.036996337000000004;0.42893772890000004;0.0919413919;0.0076923077000000005;0.0076923077000000005;0.015018315;0.058974359000000004;0.0003663004;0.0003663004
mx0023_Lacunza_Netzula005;0.0037037037000000003;0.2124579125;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.4515151515;0.23602693600000002;0.0003367003;0.0003367003;0.017171717200000002;0.0676767677;0.0003367003;0.0037037037000000003
mx0023_Lacunza_Netzula004;0.0003125;0.1878125;0.0065625;0.025312499999999998;0.0003125;0.0003125;0.0003125;0.0003125;0.0003125;0.0003125;0.0128125;0.0003125;0.0003125;0.0065625;0.0003125;0.0003125;0.0003125;0.0003125;0.0003125;0.056562499999999995;0.0159375;0.0003125;0.4190625;0.22218749999999998;0.0221875;0.0003125;0.0003125;0.0003125;0.0190625;0.0003125
mx0023_Lacunza_Netzula003;0.0003496503;0.3185314685;0.024825174800000002;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0038461538;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0038461538;0.0003496503;0.0003496503;0.4094405594;0.1716783217;0.0003496503;0.0283216783;0.0108391608;0.0003496503;0.0073426573;0.0143356643
mx0023_Lacunza_Netzula002;0.0038062284;0.15951557090000001;0.0038062284;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0003460208;0.0038062284;0.0003460208;0.0003460208;0.0003460208;0.0038062284;0.0003460208;0.0003460208;0.007266436;0.0003460208;0.0003460208;0.0003460208;0.0211072664;0.36366782010000004;0.3117647059;0.0107266436;0.0107266436;0.0003460208;0.0660899654;0.0003460208;0.0280276817
mx0023_Lacunza_Netzula001;0.0003521127;0.1728873239;0.0003521127;0.0003521127;0.0073943662;0.0003521127;0.0003521127;0.0038732394000000002;0.0003521127;0.0003521127;0.0038732394000000002;0.0073943662;0.0003521127;0.0073943662;0.010915493;0.0003521127;0.0003521127;0.0003521127;0.0003521127;0.0848591549;0.0003521127;0.0003521127;0.4440140845;0.2292253521;0.0003521127;0.0003521127;0.0003521127;0.0003521127;0.0003521127;0.0214788732
mx0022_Leduc_Calvario013;0.0004149378;0.0004149378;0.0128630705;0.079253112;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.0170124481;0.0004149378;0.0004149378;0.0336099585;0.0170124481;0.0004149378;0.0004149378;0.0045643154;0.0004149378;0.0004149378;0.0045643154;0.0004149378;0.0004149378;0.0045643154;0.0004149378;0.32406639;0.0004149378;0.0211618257;0.0543568465;0.0170124481;0.0004149378;0.4029045643
mx0022_Leduc_Calvario012;0.0003125;0.0003125;0.0003125;0.11906249999999999;0.0003125;0.0003125;0.0003125;0.0003125;0.0003125;0.0003125;0.0003125;0.0471875;0.0003125;0.0003125;0.0003125;0.0065625;0.0003125;0.0003125;0.0003125;0.0190625;0.0003125;0.0003125;0.0034375;0.35031249999999997;0.0221875;0.0003125;0.0315625;0.0003125;0.0003125;0.3940625
mx0022_Leduc_Calvario011;0.00031746030000000003;0.00031746030000000003;0.006666666700000001;0.0288888889;0.0034920635000000003;0.00031746030000000003;0.00031746030000000003;0.00031746030000000003;0.0638095238;0.00031746030000000003;0.0034920635000000003;0.013015873;0.00031746030000000003;0.0034920635000000003;0.00031746030000000003;0.00031746030000000003;0.0288888889;0.00031746030000000003;0.00031746030000000003;0.0733333333;0.00031746030000000003;0.0288888889;0.0161904762;0.3050793651;0.013015873;0.0034920635000000003;0.00031746030000000003;0.00031746030000000003;0.00031746030000000003;0.4034920635
mx0022_Leduc_Calvario010;0.00034129690000000003;0.0993174061;0.00034129690000000003;0.00034129690000000003;0.0071672355;0.0071672355;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.0583617747;0.00034129690000000003;0.031058020500000002;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.0174061433;0.00034129690000000003;0.00034129690000000003;0.0105802048;0.2255972696;0.00034129690000000003;0.00034129690000000003;0.031058020500000002;0.00034129690000000003;0.00034129690000000003;0.5054607509
mx0022_Leduc_Calvario009;0.0003424658;0.1030821918;0.0448630137;0.0003424658;0.0003424658;0.0003424658;0.0003424658;0.0003424658;0.0106164384;0.0448630137;0.0003424658;0.0414383562;0.0071917808;0.0003424658;0.0003424658;0.0003424658;0.0003424658;0.0003424658;0.0003424658;0.0037671233;0.0003424658;0.0003424658;0.0003424658;0.2640410959;0.0071917808;0.0003424658;0.0345890411;0.0003424658;0.0003424658;0.4318493151
mx0022_Leduc_Calvario008;0.0105802048;0.1948805461;0.0481228669;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.0071672355;0.0720136519;0.037883959;0.00034129690000000003;0.00034129690000000003;0.00034129690000000003;0.0412969283;0.00034129690000000003;0.0037542662;0.00034129690000000003;0.00034129690000000003;0.0037542662;0.00034129690000000003;0.0037542662;0.031058020500000002;0.00034129690000000003;0.1061433447;0.00034129690000000003;0.034470989800000004;0.00034129690000000003;0.0139931741;0.0037542662;0.3825938567
mx0022_Leduc_Calvario007;0.0003367003;0.0003367003;0.0441077441;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.017171717200000002;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.0003367003;0.010437710400000001;0.0037037037000000003;0.017171717200000002;0.0003367003;0.0003367003;0.0575757576;0.0003367003;0.0643097643;0.0373737374;0.2023569024;0.0003367003;0.0003367003;0.010437710400000001;0.0003367003;0.0003367003;0.528956229
mx0022_Leduc_Calvario006;0.0097178683;0.0818181818;0.044200627000000006;0.0003134796;0.0003134796;0.0003134796;0.0003134796;0.0003134796;0.031661442000000005;0.0003134796;0.0003134796;0.0097178683;0.0065830721;0.0128526646;0.0191222571;0.0003134796;0.0003134796;0.0003134796;0.0034482759;0.0222570533;0.0410658307;0.0003134796;0.0003134796;0.1476489028;0.0191222571;0.0003134796;0.0003134796;0.0504702194;0.0003134796;0.49561128530000004
mx0022_Leduc_Calvario005;0.00030674850000000003;0.0800613497;0.08619631900000001;0.0279141104;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.0463190184;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.00030674850000000003;0.012576687100000001;0.00030674850000000003;0.018711656400000002;0.00030674850000000003;0.2487730061;0.0033742331;0.0217791411;0.0279141104;0.030981595100000002;0.00030674850000000003;0.38987730060000003
mx0022_Leduc_Calvario004;0.0003448276;0.1382758621;0.0003448276;0.0003448276;0.0175862069;0.0003448276;0.0003448276;0.0003448276;0.1175862069;0.0003448276;0.0003448276;0.014137931000000001;0.0003448276;0.1313793103;0.0003448276;0.0003448276;0.0003448276;0.0003448276;0.0003448276;0.0210344828;0.0003448276;0.0003448276;0.0003448276;0.1244827586;0.0003448276;0.0003448276;0.0003448276;0.0003448276;0.0003448276;0.42793103450000003
mx0022_Leduc_Calvario003;0.0003184713;0.15636942680000002;0.0003184713;0.0003184713;0.0003184713;0.022611465;0.0003184713;0.0066878981;0.15955414010000002;0.0194267516;0.0003184713;0.0003184713;0.0003184713;0.0003184713;0.0003184713;0.0003184713;0.0003184713;0.0003184713;0.0417197452;0.0003184713;0.0066878981;0.0544585987;0.0098726115;0.073566879;0.0003184713;0.0066878981;0.0003184713;0.0449044586;0.0194267516;0.3729299363
mx0022_Leduc_Calvario002;0.009748427700000001;0.1449685535;0.06949685530000001;0.012893081800000001;0.0003144654;0.0191823899;0.0034591195000000003;0.0003144654;0.0977987421;0.0003144654;0.009748427700000001;0.0003144654;0.0003144654;0.009748427700000001;0.012893081800000001;0.0034591195000000003;0.0034591195000000003;0.0003144654;0.0003144654;0.012893081800000001;0.0003144654;0.0066037736000000005;0.0003144654;0.1889937107;0.0003144654;0.0066037736000000005;0.0317610063;0.0474842767;0.0191823899;0.2864779874
mx0022_Leduc_Calvario001;0.00030211480000000003;0.0395770393;0.1332326284;0.0395770393;0.018429003000000003;0.00030211480000000003;0.00030211480000000003;0.00030211480000000003;0.181570997;0.00030211480000000003;0.00030211480000000003;0.00030211480000000003;0.00030211480000000003;0.021450151100000002;0.00030211480000000003;0.00030211480000000003;0.0033232628000000003;0.00030211480000000003;0.00030211480000000003;0.009365558900000001;0.018429003000000003;0.00030211480000000003;0.00030211480000000003;0.1785498489;0.00030211480000000003;0.00030211480000000003;0.0456193353;0.00030211480000000003;0.00030211480000000003;0.3054380665
mx0021_LopezPortillo_Diligencia010;0.0014705882;0.0014705882;0.0014705882;0.0308823529;0.0014705882;0.1338235294;0.075;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0161764706;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0455882353;0.0308823529;0.0014705882;0.19264705880000002;0.0014705882;0.3691176471;0.0161764706;0.0014705882;0.0014705882;0.0602941176
mx0021_LopezPortillo_Diligencia009;0.0175965665;0.0819742489;0.0004291845;0.0004291845;0.0004291845;0.2665236052;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.00472103;0.021888412000000003;0.0175965665;0.0347639485;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.0004291845;0.2536480687;0.0004291845;0.21931330470000002;0.0004291845;0.0733905579;0.0004291845;0.0004291845
mx0021_LopezPortillo_Diligencia008;0.0003984064;0.1039840637;0.0003984064;0.0442231076;0.0003984064;0.21952191240000002;0.0003984064;0.0043824701;0.0003984064;0.048207171300000004;0.0003984064;0.024302788800000003;0.0442231076;0.0203187251;0.0003984064;0.0003984064;0.0003984064;0.0003984064;0.0003984064;0.0003984064;0.0003984064;0.0003984064;0.0043824701;0.319123506;0.0203187251;0.06812749;0.0003984064;0.0561752988;0.0003984064;0.016334661400000002
mx0021_LopezPortillo_Diligencia007;0.0004098361;0.0577868852;0.008606557400000001;0.10286885250000001;0.0004098361;0.2135245902;0.0004098361;0.0536885246;0.0004098361;0.041393442600000004;0.0004098361;0.0823770492;0.008606557400000001;0.0168032787;0.0209016393;0.037295082;0.008606557400000001;0.0004098361;0.0004098361;0.0004098361;0.0004098361;0.0004098361;0.008606557400000001;0.1766393443;0.0004098361;0.1069672131;0.0004098361;0.049590163900000005;0.0004098361;0.0004098361
mx0021_LopezPortillo_Diligencia006;0.075;0.0041044776;0.022761194000000002;0.0190298507;0.0003731343;0.27276119400000004;0.0003731343;0.0899253731;0.0003731343;0.0003731343;0.0041044776;0.1309701493;0.0003731343;0.0041044776;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0078358209;0.0078358209;0.20186567160000002;0.0003731343;0.1235074627;0.0003731343;0.030223880600000003;0.0003731343;0.0003731343
mx0021_LopezPortillo_Diligencia005;0.0294605809;0.0460580913;0.0004149378;0.0004149378;0.0004149378;0.31161825730000003;0.0087136929;0.0128630705;0.0004149378;0.0004149378;0.0004149378;0.10414937760000001;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.0336099585;0.0004149378;0.0004149378;0.0253112033;0.0004149378;0.0004149378;0.3033195021;0.0004149378;0.1165975104;0.0004149378;0.0004149378;0.0004149378;0.0004149378
mx0021_LopezPortillo_Diligencia004;0.0004149378;0.1290456432;0.0004149378;0.0004149378;0.0004149378;0.31161825730000003;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.12074688800000001;0.0045643154;0.0045643154;0.0004149378;0.0336099585;0.0045643154;0.0004149378;0.0004149378;0.0004149378;0.0004149378;0.12074688800000001;0.0004149378;0.2618257261;0.0004149378;0.0004149378;0.0004149378;0.0004149378
mx0021_LopezPortillo_Diligencia003;0.0004048583;0.1097165992;0.0165991903;0.0125506073;0.036842105300000004;0.0651821862;0.0004048583;0.0004048583;0.0004048583;0.0773279352;0.0004048583;0.0327935223;0.0004048583;0.2352226721;0.0004048583;0.0004048583;0.0044534413;0.0004048583;0.0004048583;0.0004048583;0.0287449393;0.0004048583;0.0287449393;0.0813765182;0.0004048583;0.2311740891;0.0327935223;0.0004048583;0.0004048583;0.0004048583
mx0021_LopezPortillo_Diligencia002;0.0003745318;0.0003745318;0.0003745318;0.0902621723;0.0003745318;0.2737827715;0.0003745318;0.0003745318;0.0003745318;0.0602996255;0.0041198502000000005;0.0003745318;0.0003745318;0.1277153558;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.030337078700000002;0.0116104869;0.0003745318;0.18764044940000002;0.0003745318;0.19513108610000002;0.0003745318;0.0078651685;0.0041198502000000005;0.0003745318
mx0021_LopezPortillo_Diligencia001;0.0223443223;0.0113553114;0.0003663004;0.0003663004;0.0003663004;0.373992674;0.004029304;0.0003663004;0.0003663004;0.004029304;0.0003663004;0.036996337000000004;0.0003663004;0.015018315;0.0003663004;0.0003663004;0.0003663004;0.004029304;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.4032967033;0.0003663004;0.08461538460000001;0.0113553114;0.0186813187;0.0003663004;0.004029304
mx0020_LopezPortillo_PactoDiablo007;0.0029411765;0.1205882353;0.1205882353;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.2088235294;0.0029411765;0.0029411765;0.0029411765;0.0323529412;0.0029411765;0.0029411765;0.0029411765;0.0617647059;0.0029411765;0.0029411765;0.0029411765;0.3264705882;0.0029411765;0.0029411765;0.0323529412;0.0029411765;0.0323529412;0.0029411765
mx0020_LopezPortillo_PactoDiablo006;0.0003745318;0.1501872659;0.0602996255;0.0116104869;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0378277154;0.09400749060000001;0.015355805200000001;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.0003745318;0.09775280900000001;0.0003745318;0.13146067420000002;0.0228464419;0.25131086140000003;0.0003745318;0.0378277154;0.0265917603;0.0490636704;0.0041198502000000005;0.0041198502000000005
mx0020_LopezPortillo_PactoDiablo005;0.039299610900000004;0.09766536960000001;0.0042801556;0.0276264591;0.0354085603;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.1287937743;0.0276264591;0.0354085603;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.0120622568;0.0743190661;0.0081712062;0.039299610900000004;0.00038910510000000003;0.22996108950000002;0.00038910510000000003;0.1404669261;0.0081712062;0.066536965;0.015953307400000002;0.0042801556
mx0020_LopezPortillo_PactoDiablo004;0.0076086957;0.0692028986;0.00036231880000000004;0.00036231880000000004;0.0076086957;0.00036231880000000004;0.00036231880000000004;0.0039855072;0.00036231880000000004;0.00036231880000000004;0.00036231880000000004;0.3192028986;0.0619565217;0.00036231880000000004;0.0039855072;0.029347826100000002;0.00036231880000000004;0.00036231880000000004;0.00036231880000000004;0.0438405797;0.00036231880000000004;0.00036231880000000004;0.0039855072;0.3083333333;0.00036231880000000004;0.058333333300000005;0.029347826100000002;0.0329710145;0.0148550725;0.00036231880000000004
mx0020_LopezPortillo_PactoDiablo003;0.0004310345;0.0349137931;0.0004310345;0.0004310345;0.0004310345;0.0090517241;0.0004310345;0.0004310345;0.0004310345;0.0047413793;0.0004310345;0.3323275862;0.0004310345;0.0004310345;0.0004310345;0.0004310345;0.0047413793;0.013362069;0.0004310345;0.1081896552;0.0004310345;0.1038793103;0.0004310345;0.1469827586;0.0004310345;0.2288793103;0.0004310345;0.0047413793;0.0004310345;0.0004310345
